Symbol,IssuerName,Sector,Industry,IPO
OPM,1PM PLC,Financial Services,Financials,19/08/2013
SPA,1SPATIAL PLC,Industrial Goods & Services,Industrials,20/09/2006
C21,21ST CENTURY TECHNOLOGY PLC,Industrial Goods & Services,Industrials,15/04/2005
III,3I GROUP PLC,Financial Services,Financials,16/07/2007
3IN,3I INFRASTRUCTURE PLC,Financial Services,Financials,08/07/2015
DDDD,4D PHARMA PLC,Healthcare,Health Care,18/02/2014
FOUR,4IMPRINT GROUP PLC,Media,Consumer Services,18/12/2006
SIXH,600 GROUP PLC,Industrial Goods & Services,Industrials,16/04/1996
7DIG,7DIGITAL GROUP PLC,Retail,Consumer Services,10/06/2014
888,888 HOLDINGS PLC,Travel & Leisure,Consumer Services,11/10/2006
88E,88 ENERGY LIMITED,Oil & Gas,Oil & Gas,06/03/2015
AA.,AA PLC,Industrial Goods & Services,Industrials,26/06/2014
ABBY,ABBEY PLC,Personal & Household Goods,Consumer Goods,21/09/2005
ABC,ABCAM PLC,Healthcare,Health Care,15/11/2010
ABDP,AB DYNAMICS PLC,Industrial Goods & Services,Industrials,22/05/2013
AAIF,ABERDEEN ASIAN INCOME FUND LD,Financial Services,Financials,12/12/2006
AAS,ABERDEEN ASIAN SMLR CO INV TST PLC,Financial Services,Financials,12/12/2006
ADIG,ABERDEEN DIVERSIFIED INC & GWTH TST,Financial Services,Financials,31/10/2003
AEMC,ABERDEEN EMERG MTKS INV CO,Financial Services,Financials,10/11/2009
AFMC,ABERDEEN FRONT MKTS INV CO LTD ,Financial Services,Financials,15/06/2007
AJIT,ABERDEEN JAPAN INV TST PLC,Financial Services,Financials,10/11/2006
ALAI,ABERDEEN LATIN AMERICAN INC FUND LD,Financial Services,Financials,16/08/2010
ABD,ABERDEEN NEW DAWN INV TST PLC,Financial Services,Financials,03/09/2013
ANII,ABERDEEN NEW INDIA INV TRUST PLC ,Financial Services,Financials,22/12/2004
ANW,ABERDEEN NEW THAI INV TST PLC,Financial Services,Financials,21/06/2005
APEF,ABERDEEN PRIVATE EQUITY FUND LD,Financial Services,Financials,09/07/2007
ASCI,ABERDEEN SMALLER CO.INC.TST PLC ,Financial Services,Financials,17/09/1999
ASL,ABERFORTH SMALLER COMPANIES TST PLC,Financial Services,Financials,31/10/2003
ASIT,ABERFORTH SPLIT LEVEL INCOME TRUST,Financial Services,Financials,03/07/2017
ASIZ,ABERFORTH SPLIT LEVEL INCOME TRUST,Financial Services,Financials,03/07/2017
ABZA,ABZENA PLC,Healthcare,Health Care,10/07/2014
ACA,ACACIA MINING PLC,Basic Resources,Basic Materials,19/03/2010
ACL,ACAL PLC,Industrial Goods & Services,Industrials,02/12/2005
ACC,ACCESS INTELLIGENCE PLC,Technology,Technology,01/12/2003
ACSO,ACCESSO TECHNOLOGY GROUP PLC,Technology,Technology,24/04/2002
ACRL,ACCROL GROUP HOLDINGS PLC,Personal & Household Goods,Consumer Goods,10/06/2016
AXS,ACCSYS TECHNOLOGIES PLC,Construction & Materials,Industrials,12/09/2014
ACD,ACENCIA DEBT STRATEGIES LTD,Financial Services,Financials,24/11/2005
ACH,ACHP PLC,Insurance,Financials,18/12/2007
AIF,ACORN INCOME FUND LD,,,13/09/1999
AIFZ,ACORN INCOME FUND LD,,,01/02/2017
AHCG,ACTION HOTELS PLC,Travel & Leisure,Consumer Services,23/12/2013
AEG,ACTIVE ENERGY GROUP PLC,Oil & Gas,Oil & Gas,02/07/2007
ACT,ACTUAL EXPERIENCE PLC,Technology,Technology,13/02/2014
ADAM,ADAMAS FINANCE ASIA LD,Financial Services,Financials,15/07/2014
ADA,ADAMS PLC,Real Estate,Financials,12/03/2013
AD4,ADEPT4  PLC,Technology,Technology,02/04/2013
ADT,ADEPT TELECOM PLC,Telecommunications,Telecommunications,19/09/2006
ADES,ADES INTERNATIONAL HOLDING LTD,Oil & Gas,Oil & Gas,12/05/2017
ADM,ADMIRAL GROUP PLC,Insurance,Financials,20/12/2004
AMS,ADVANCED MEDICAL SOLUTIONS GRP PLC,Healthcare,Health Care,30/04/2002
AVO,ADVANCED ONCOTHERAPY PLC,Healthcare,Health Care,01/07/2016
AFN,ADVFN PLC,Financial Services,Financials,21/08/2014
87FZ,AECI LD,Chemicals,Basic Materials,28/06/2002
AEO,AEOREMA COMMUNICATIONS PLC,Media,Consumer Services,29/06/2009
AEWL,AEW UK LONG LEASE REIT PLC,Real Estate,Financials,06/06/2017
AEWU,AEW UK REIT PLC,Real Estate,Financials,12/05/2015
AFRK,AFARAK GROUP PLC,Basic Resources,Basic Materials,26/07/2010
AFC,AFC ENERGY PLC,Oil & Gas,Oil & Gas,24/04/2007
AFHP,AFH FINANCIAL GROUP PLC,Financial Services,Financials,30/06/2014
AFRB,AFI DEVELOPMENT PLC,Real Estate,Financials,05/07/2010
AOF,AFRICA OPPORTUNITY FUND LD,Financial Services,Financials,24/07/2007
AMPH,AGGREGATED MICRO POWER HOLDINGS PLC,Utilities,Utilities,18/07/2014
AGK,AGGREKO PLC,Industrial Goods & Services,Industrials,28/05/2014
AGTA,AGRITERRA LD,Food & Beverage,Consumer Goods,13/12/2005
AIRC,AIR CHINA LD,Travel & Leisure,Consumer Services,17/10/2007
AIEA,AIREA PLC,Personal & Household Goods,Consumer Goods,21/12/2005
AIR,AIR PARTNER PLC,Travel & Leisure,Consumer Services,31/01/2017
AKR,"AKERS BIOSCIENCES, INC",Healthcare,Health Care,22/11/2013
ALBA,ALBA MINERAL RESOURCES PLC,Basic Resources,Basic Materials,04/04/2005
ALB,ALBERT TECHNOLOGIES LTD,Media,Consumer Services,11/06/2015
AADV,ALBION DEVELOPMENT VCT PLC,Financial Services,Financials,27/01/1999
AAEV,ALBION ENTERPRISE VCT PLC,Financial Services,Financials,10/04/2007
AATG,ALBION TECHNOLOGY & GENERAL VCT PLC,Financial Services,Financials,17/01/2001
AAVC,ALBION VENTURE CAPITAL TST PLC,Financial Services,Financials,14/09/1999
AEFS,ALCENTRA EUROPEAN FLTG RTE INC FD ,Financial Services,Financials,06/03/2012
ALD,ALDERMORE GROUP PLC,Banks,Financials,13/03/2015
AXM,ALEXANDER MINING PLC,Basic Resources,Basic Materials,04/04/2005
ALFA,ALFA FINANCIAL SOFTWARE HOLDINGS PL,Technology,Technology,01/06/2017
AAA,ALL ASIA ASSET CAPITAL LD,Financial Services,Financials,02/05/2013
AGY,ALLERGY THERAPEUTICS PLC,Healthcare,Health Care,11/10/2004
APH,ALLIANCE PHARMA PLC,Healthcare,Health Care,24/03/2005
ATST,ALLIANCE TRUST PLC,Financial Services,Financials,21/06/2006
ATT,ALLIANZ TECHNOLOGY TRUST PLC,Financial Services,Financials,01/05/2007
ALBK,ALLIED IRISH BANKS PLC,Banks,Financials,27/06/2017
ALM,ALLIED MINDS PLC,Financial Services,Financials,25/06/2014
AFX,ALPHA FX GROUP PLC,Financial Services,Financials,07/04/2017
ALPH,ALPHA PYRENEES TRUST LD,Real Estate,Financials,20/03/2006
ARTL,ALPHA REAL TRUST LD,Real Estate,Financials,21/12/2006
ARGP,ALPHA RETURNS GROUP PLC,Industrial Goods & Services,Industrials,12/09/2012
ALF,ALTERNATIVE LIQUIDITY FUND LIMITED,Financial Services,Financials,17/09/2015
ALT,ALTITUDE GROUP PLC,Industrial Goods & Services,Industrials,19/09/2006
ANR,ALTONA ENERGY PLC,Basic Resources,Basic Materials,10/03/2005
ALS,ALTUS STRATEGIES PLC,Basic Resources,Basic Materials,10/08/2017
ALTN,ALTYN PLC,Basic Resources,Basic Materials,10/06/2004
ALU,ALUMASC GROUP PLC,Construction & Materials,Industrials,15/02/2000
AT2,AMATI VCT 2 PLC,Financial Services,Financials,10/11/2011
ATI,AMATI VCT PLC,Financial Services,Financials,30/03/2005
AMBR,AMBRIAN PLC,Basic Resources,Basic Materials,02/06/2000
AMFW,AMEC FOSTER WHEELER PLC,Oil & Gas,Oil & Gas,18/06/2001
AA4,AMEDEO AIR FOUR PLUS LIMITED,Industrial Goods & Services,Industrials,13/05/2015
AMED,AMEDEO RESOURCES PLC,Financial Services,Financials,01/07/2015
AMER,AMERISUR RESOURCES PLC,Oil & Gas,Oil & Gas,29/07/2004
AFS,AMIAD WATER SYSTEMS LD,Industrial Goods & Services,Industrials,05/12/2005
AEX,AMINEX PLC,Oil & Gas,Oil & Gas,16/09/1996
AMO,AMINO TECHNOLOGIES PLC,Technology,Technology,19/12/2005
AMP,AMPHION INNOVATIONS PLC,Financial Services,Financials,20/03/2007
AMYT,AMRYT PHARMA PLC,Healthcare,Health Care,19/04/2016
AMC,AMUR MINERALS CORPORATION,Basic Resources,Basic Materials,15/03/2006
ADL,ANDALAS ENERGY AND POWER PLC,Oil & Gas,Oil & Gas,18/12/2006
ASY,ANDREWS SYKES GROUP PLC,Industrial Goods & Services,Industrials,24/12/2001
AGL,ANGLE PLC,Healthcare,Health Care,23/12/2004
AYM,ANGLESEY MINING PLC,Basic Resources,Basic Materials,08/09/2005
ANG,ANGLING DIRECT PLC,Retail,Consumer Services,13/07/2017
AAAP,ANGLO AFRICAN AGRICULTURE PLC,Financial Services,Financials,30/07/2015
AAOG,ANGLO AFRICAN OIL & GAS PLC,Oil & Gas,Oil & Gas,06/03/2017
AAL,ANGLO AMERICAN PLC,Basic Resources,Basic Materials,02/07/2007
AAZ,ANGLO ASIAN MINING PLC,Basic Resources,Basic Materials,17/07/2006
AEP,ANGLO-EASTERN PLANTATIONS PLC,Food & Beverage,Consumer Goods,12/12/2005
APF,ANGLO PACIFIC GROUP PLC,Basic Resources,Basic Materials,02/12/2005
ANGS,ANGUS ENERGY PLC,Oil & Gas,Oil & Gas,14/11/2016
ANCR,ANIMALCARE GROUP PLC,Healthcare,Health Care,15/01/2008
ANP,ANPARIO PLC,Healthcare,Health Care,04/10/2010
70GD,ANTOFAGASTA PLC,Basic Resources,Basic Materials,28/06/2002
ANTO,ANTOFAGASTA PLC,Basic Resources,Basic Materials,08/03/2004
AOR,AORTECH INTERNATIONAL PLC,Healthcare,Health Care,01/09/2003
AO.,AO WORLD PLC,Retail,Consumer Services,01/03/2014
APAX,APAX GLOBAL ALPHA LIMITED,Financial Services,Financials,15/06/2015
APC,APC TECHNOLOGY GROUP PLC,Industrial Goods & Services,Industrials,23/12/2004
APGN,APPLEGREEN PLC,Retail,Consumer Services,19/06/2015
AGM,APPLIED GRAPHENE MATERIALS PLC,Chemicals,Basic Materials,20/11/2013
APQ,APQ GLOBAL LIMITED,Financial Services,Financials,26/08/2016
AFG,AQUATIC FOODS GROUP PLC,Food & Beverage,Consumer Goods,03/02/2015
AQSG,AQUILA SERVICES GROUP PLC,Financial Services,Financials,28/08/2014
ARBB,ARBUTHNOT BANKING GROUP PLC,Financial Services,Financials,27/06/2005
ARC,ARCONTECH GROUP PLC,Technology,Technology,28/09/2016
ARDN,ARDEN PARTNERS PLC,Financial Services,Financials,19/07/2006
ARE,ARENA EVENTS GROUP PLC,Travel & Leisure,Consumer Services,25/07/2017
ARGO,ARGO GROUP LD,Financial Services,Financials,18/11/2008
ARG,ARGOS RESOURCES LD,Oil & Gas,Oil & Gas,29/07/2010
AAU,ARIANA RESOURCES PLC,Basic Resources,Basic Materials,28/07/2005
AGQ,ARIAN SILVER CORPORATION,Basic Resources,Basic Materials,03/09/2013
ARIX,ARIX BIOSCIENCE PLC,Financial Services,Financials,17/02/2017
ACP,ARMADALE CAPITAL PLC,Utilities,Utilities,23/06/2015
ARO,ARRICANO REAL ESTATE PLC,Real Estate,Financials,12/09/2013
ARW,ARROW GLOBAL GROUP PLC,Financial Services,Financials,11/10/2013
ATS,ARTEMIS ALPHA TRUST PLC,Financial Services,Financials,16/12/2008
ATSS,ARTEMIS ALPHA TRUST PLC,Financial Services,Financials,13/12/2010
AAM,ARTEMIS VCT PLC,Financial Services,Financials,20/12/2005
ARTA,ARTILIUM PLC,Technology,Technology,12/06/2007
ASA,ASA RESOURCE GROUP PLC,Basic Resources,Basic Materials,13/06/2006
ASAA,ASA RESOURCE GROUP PLC,Basic Resources,Basic Materials,13/07/2017
ASCL,ASCENTIAL PLC,Media,Consumer Services,12/02/2016
AST,ASCENT RESOURCES PLC,Oil & Gas,Oil & Gas,01/12/2015
ASPL,ASEANA PROPERTIES LD,Real Estate,Financials,05/04/2007
ASH,ASHLEY HOUSE PLC,Construction & Materials,Industrials,20/03/2007
ALY,ASHLEY(LAURA)HLDGS PLC,Retail,Consumer Services,02/12/2005
AGOL,ASHMORE GLOBAL OPP. LD,Financial Services,Financials,29/04/2016
AGOU,ASHMORE GLOBAL OPP. LD,Financial Services,Financials,29/04/2016
ASHM,ASHMORE GROUP PLC,Financial Services,Financials,18/12/2006
BC24,ASHPOL PLC,,,28/06/2002
AHT,ASHTEAD GROUP PLC,Industrial Goods & Services,Industrials,19/09/2005
ARS,ASIAMET RESOURCES LD,Basic Resources,Basic Materials,27/07/2015
AGP,ASIAN GROWTH PROPERTIES LD,Real Estate,Financials,07/12/2016
ASC,ASOS PLC,Retail,Consumer Services,18/12/2007
ASTO,ASSETCO PLC,Industrial Goods & Services,Industrials,30/09/2011
ASBE,ASSOCIATED BRITISH ENGINEERING PLC,Industrial Goods & Services,Industrials,14/02/2000
ABF,ASSOCIATED BRITISH FOODS PLC,Food & Beverage,Consumer Goods,17/04/2001
AGR,ASSURA PLC,Real Estate,Financials,28/01/2015
AZN,ASTRAZENECA PLC,Healthcare,Health Care,13/01/2006
ATYM,ATALAYA MINING PLC,Basic Resources,Basic Materials,21/10/2015
ATY,ATHELNEY TRUST PLC,Financial Services,Financials,23/04/2007
AJG,ATLANTIS JAPAN GROWTH FUND LD,Financial Services,Financials,16/12/2010
ARL,ATLANTIS RESOURCES LTD,Oil & Gas,Oil & Gas,20/02/2014
ATMA,ATLAS MARA LIMITED,Financial Services,Financials,20/12/2013
ATQT,ATTRAQT GROUP PLC,Technology,Technology,19/08/2014
AUCT,AUCTUS GROWTH PLC,Financial Services,Financials,22/08/2014
BOOM,AUDIOBOOM GROUP PLC,Media,Consumer Services,01/04/2011
AUG,AUGEAN PLC,Industrial Goods & Services,Industrials,02/12/2005
AUK,AUKETT SWANKE GROUP PLC,Construction & Materials,Industrials,25/04/2006
AURA,AURA ENERGY LIMITED,Basic Resources,Basic Materials,12/09/2016
ARR,AURORA INV TST PLC,Financial Services,Financials,10/09/1999
AUTG,AUTINS GROUP PLC,Automobiles & Parts,Consumer Goods,22/08/2016
AUTO,AUTO TRADER GROUP PLC,Media,Consumer Services,24/03/2015
AVCT,AVACTA GROUP PLC,Healthcare,Health Care,26/01/2016
AVN,AVANTI COMMUNICATIONS GROUP PLC,Telecommunications,Telecommunications,17/03/2009
AVAP,AVATION PLC,Industrial Goods & Services,Industrials,06/10/2010
ASO,AVESORO RESOURCES INC.,Basic Resources,Basic Materials,12/12/2016
AVV,AVEVA GROUP PLC,Technology,Technology,15/07/2013
AVG,AVINGTRANS PLC,Industrial Goods & Services,Industrials,24/03/2005
AV.,AVIVA PLC,Insurance,Financials,23/09/1997
AV.A,AVIVA PLC,Insurance,Financials,13/12/2004
AV.B,AVIVA PLC,Insurance,Financials,13/12/2004
AVM,AVOCET MINING PLC,Basic Resources,Basic Materials,10/06/2016
AVON,AVON RUBBER PLC,Industrial Goods & Services,Industrials,10/09/1999
APT,AXA PROPERTY TRUST LD,Real Estate,Financials,26/06/2017
AXI,AXIOM EUROPEAN FIN. DEBT FUND LTD,,,05/11/2015
BAB,BABCOCK INTERNATIONAL GROUP PLC,Industrial Goods & Services,Industrials,15/07/2005
BCN,BACANORA MINERALS LTD,Basic Resources,Basic Materials,25/07/2014
BA.,BAE SYSTEMS PLC,Industrial Goods & Services,Industrials,05/05/1998
BAGR,BAGIR GROUP LTD.,Personal & Household Goods,Consumer Goods,15/04/2014
BPC,BAHAMAS PETROLEUM COMPANY PLC,Oil & Gas,Oil & Gas,16/06/2010
BLEY,BAILEY(C.H.) PLC,Industrial Goods & Services,Industrials,23/01/2012
BGFD,BAILLIE GIFFORD JAPAN TRUST PLC,Financial Services,Financials,02/12/2005
BGS,BAILLIE GIFFORD SHIN NIPPON PLC,Financial Services,Financials,20/06/2006
BSRT,BAKER STEEL RESOURCES TRUST LD,Financial Services,Financials,28/04/2010
BBY,BALFOUR BEATTY PLC,Construction & Materials,Industrials,18/06/2001
BBYB,BALFOUR BEATTY PLC,Construction & Materials,Industrials,16/04/1996
BVA,BANCO BILBAO VIZCAYA ARGENTARIA S.A,Banks,Financials,07/11/2007
BNC,BANCO SANTANDER S.A.,Banks,Financials,16/10/2006
BGO,BANGO PLC,Technology,Technology,30/06/2005
BNKR,BANKERS INV TST PLC,Financial Services,Financials,31/10/2003
BOCH,BANK OF CYPRUS HOLDINGS PLC,Banks,Financials,19/01/2017
BKIC,BANK OF IRELAND(GOVERNOR&CO OF),Banks,Financials,13/12/2004
BKIE,BANK OF IRELAND(GOVERNOR&CO OF),Banks,Financials,23/08/2016
BIRG,BANK OF IRELAND GROUP PLC,Banks,Financials,10/07/2017
BARC,BARCLAYS PLC,Banks,Financials,13/01/2006
BEE,BARING EMERGING EUROPE PLC,Financial Services,Financials,08/07/2005
BWO,BARLOWORLD LD,Industrial Goods & Services,Industrials,27/09/2004
BOIL,BARON OIL PLC,Oil & Gas,Oil & Gas,13/03/2007
BMD,BARONSMEAD SECOND VENTURE TRUST PLC,Financial Services,Financials,30/01/2001
BVT,BARONSMEAD VENTURE TRUST PLC,Financial Services,Financials,13/09/1999
BAG,BARR(A.G.) PLC,Food & Beverage,Consumer Goods,28/05/2012
BDEV,BARRATT DEVELOPMENTS PLC,Personal & Household Goods,Consumer Goods,18/06/2007
BSE,BASE RESOURCES LD,Basic Resources,Basic Materials,08/01/2013
BFA,BASF SE,Chemicals,Basic Materials,02/08/2010
BVC,BATM ADVANCED COMMUNICATIONS LD,Technology,Technology,19/06/2006
BBA,BBA AVIATION PLC,Industrial Goods & Services,Industrials,17/11/2006
BBGI,BBGI SICAV S.A.,Financial Services,Financials,21/12/2011
BBH,BB HEALTHCARE TRUST PLC,Financial Services,Financials,02/12/2016
77GD,BBVA CAPITAL FUNDING LD,,,17/03/2010
BCA,BCA MARKETPLACE PLC,Industrial Goods & Services,Industrials,10/11/2014
BCRE,BCRE BRACK CAPITAL REAL EST INV NV,Real Estate,Financials,28/05/2014
BEZ,BEAZLEY PLC,Insurance,Financials,13/04/2016
BEG,BEGBIES TRAYNOR GROUP PLC,Industrial Goods & Services,Industrials,13/06/2006
BHRD,BE HEARD GROUP PLC,Media,Consumer Services,22/12/2014
BWY,BELLWAY PLC,Personal & Household Goods,Consumer Goods,31/10/2003
BZM,BELLZONE MINING PLC,Basic Resources,Basic Materials,01/04/2010
BLV,BELVOIR LETTINGS PLC,Real Estate,Financials,21/02/2012
BMK,BENCHMARK HOLDINGS PLC,Healthcare,Health Care,18/12/2013
BEM,BEOWULF MINING PLC,Basic Resources,Basic Materials,09/05/2005
BRSN,BERENDSEN PLC,Industrial Goods & Services,Industrials,19/08/2005
BKY,BERKELEY ENERGIA LTD,Basic Resources,Basic Materials,06/12/2006
BKG,BERKELEY GROUP HOLDINGS (THE) PLC,Personal & Household Goods,Consumer Goods,26/10/2004
BOTB,BEST OF THE BEST PLC,Travel & Leisure,Consumer Services,19/12/2006
BC12,BETTER CAPITAL PCC LD,Financial Services,Financials,13/01/2012
BCAP,BETTER CAPITAL PCC LD,Financial Services,Financials,29/06/2017
BZT,BEZANT RESOURCES PLC,Basic Resources,Basic Materials,29/09/2006
BGEO,BGEO GROUP PLC,Banks,Financials,28/02/2012
BHGG,BH GLOBAL LD,Financial Services,Financials,22/09/2008
BHGU,BH GLOBAL LD,Financial Services,Financials,22/09/2008
BHMG,BH MACRO LD,Financial Services,Financials,09/03/2007
BHMU,BH MACRO LD,Financial Services,Financials,09/03/2007
BLT,BHP BILLITON PLC,Basic Resources,Basic Materials,13/01/2006
BIFF,BIFFA PLC,Industrial Goods & Services,Industrials,20/10/2016
BST,BIG SOFA TECHNOLOGIES GROUP PLC,Technology,Technology,19/12/2016
BYG,BIG YELLOW GROUP PLC,Real Estate,Financials,28/06/2006
BILB,BILBY PLC,Industrial Goods & Services,Industrials,06/03/2015
BILL,BILLING SERVICES GROUP LD,Industrial Goods & Services,Industrials,15/06/2005
BILN,BILLINGTON HOLDINGS PLC,Construction & Materials,Industrials,28/06/2002
BIOM,BIOME TECHNOLOGIES PLC,Chemicals,Basic Materials,16/07/2013
BPCR,BIOPHARMA CREDIT PLC,,,27/03/2017
BQE,BIOQUELL PLC,Healthcare,Health Care,20/12/2005
BIOG,BIOTECH GROWTH TRUST (THE) PLC,Financial Services,Financials,20/09/2005
BVXP,BIOVENTIX PLC,Healthcare,Health Care,29/04/2014
BISI,BISICHI MINING PLC,Basic Resources,Basic Materials,13/09/1999
BRCI,BLACKROCK COMMS INCOME INV TST PLC,Financial Services,Financials,08/12/2005
BEEP,BLACKROCK EMERGING EUROPE PLC,Financial Services,Financials,14/03/2006
BRFI,BLACKROCK FRONTIERS INV TST PLC,Financial Services,Financials,17/12/2010
BRGE,BLACKROCK GREATER EURO INV TST PLC,Financial Services,Financials,08/07/2005
BRIG,BLACKROCK INCOME & GROWTH INV TRUST,Financial Services,Financials,12/12/2001
BRLA,BLACKROCK LATIN AMERICAN INV TSTPLC,Financial Services,Financials,13/06/2006
BRNA,BLACKROCK NORTH AMERICANINC.TST.PLC,Financial Services,Financials,24/10/2012
BRSC,BLACKROCK SMALLER COMPANIES TST PLC,Financial Services,Financials,08/07/2005
THRG,BLACKROCK THROGMORTON TRUST PLC,Financial Services,Financials,08/07/2005
BRWM,BLACKROCK WORLD MINING TRUST PLC,Financial Services,Financials,31/10/2003
BGLF,BLACKSTONE / GSO LOAN FINANCING LTD,Financial Services,Financials,23/07/2014
BGLP,BLACKSTONE / GSO LOAN FINANCING LTD,Financial Services,Financials,29/06/2017
BLTG,BLANCCO TECHNOLOGY GROUP PLC,Technology,Technology,20/06/2006
BNR,BLENHEIM NATURAL RESOURCES PLC,Financial Services,Financials,02/11/2015
BMY,BLOOMSBURY PUBLISHING PLC,Media,Consumer Services,08/07/2005
BMV,BLUEBIRD MERCHANT VENTURES LTD,Basic Resources,Basic Materials,13/04/2016
BCAI,BLUE CAPITAL ALTERNATIVE INC FD,Financial Services,Financials,06/12/2012
BSIF,BLUEFIELD SOLAR INCOME FUND LIMITED,Financial Services,Financials,12/07/2013
JAY,BLUEJAY MINING PLC,Basic Resources,Basic Materials,02/12/2013
BPFU,BLUE PLANET FIN GW&INC I.T PLC,,,16/08/2006
BLP,BLUE PLANET INVESTMENT TRUST PLC,Financial Services,Financials,14/09/1999
PRSM,BLUE PRISM GROUP PLC,Technology,Technology,18/03/2016
BRD,BLUEROCK DIAMONDS PLC,Basic Resources,Basic Materials,04/09/2013
BLU,BLUE STAR CAPITAL PLC,Financial Services,Financials,29/10/2004
BLUR,BLUR GROUP PLC,Technology,Technology,05/10/2012
BME,B&M EUROPEAN VALUE RETAIL S.A.,Retail,Consumer Services,17/06/2014
BMR,BMR GROUP PLC,Basic Resources,Basic Materials,29/05/2015
BNN,BNN TECHNOLOGY PLC,Technology,Technology,24/07/2014
BOY,BODYCOTE PLC,Industrial Goods & Services,Industrials,09/12/2008
BOE,BOEING CO,Industrial Goods & Services,Industrials,27/09/2004
BON,BONMARCHE HOLDINGS PLC,Retail,Consumer Services,20/11/2013
BOO,BOOHOO.COM PLC,Retail,Consumer Services,14/03/2014
BOK,BOOKER GROUP PLC,Retail,Consumer Services,04/06/2007
BD82,BOOT (HENRY) PLC,Construction & Materials,Industrials,28/06/2002
BOOT,BOOT (HENRY) PLC,Construction & Materials,Industrials,13/09/1999
BOR,BORDERS & SOUTHERN PETROLEUM PLC,Oil & Gas,Oil & Gas,18/03/2008
BOS,BOS GLOBAL HOLDINGS LIMITED,Technology,Technology,30/08/2016
BIH,BOSTON INTERNATIONAL HOLDINGS PLC,Financial Services,Financials,12/10/2016
BOD,BOTSWANA DIAMONDS PLC,Basic Resources,Basic Materials,02/02/2011
BGHL,BOUSSARD & GAVAUDAN HOLDING LTD,Financial Services,Financials,28/07/2008
BGHS,BOUSSARD & GAVAUDAN HOLDING LTD,Financial Services,Financials,28/07/2008
BVS,BOVIS HOMES GROUP PLC,Personal & Household Goods,Consumer Goods,31/10/2003
BLVN,BOWLEVEN PLC,Oil & Gas,Oil & Gas,02/12/2005
BOX,BOXHILL TECHNOLOGIES PLC,Travel & Leisure,Consumer Services,13/09/2006
BPM,B.P. MARSH & PARTNERS PLC,Financial Services,Financials,19/09/2006
BP.,BP PLC,Oil & Gas,Oil & Gas,24/11/2003
BP.A,BP PLC,Oil & Gas,Oil & Gas,13/12/2004
BP.B,BP PLC,Oil & Gas,Oil & Gas,13/12/2004
BRY,BRADY PLC,Technology,Technology,19/09/2006
BMS,BRAEMAR SHIPPING SERVICES PLC,Industrial Goods & Services,Industrials,02/12/2005
BMT,BRAIME(T.F.& J.H.)(HLDGS) PLC,Industrial Goods & Services,Industrials,05/05/2000
BMTO,BRAIME(T.F.& J.H.)(HLDGS) PLC,Industrial Goods & Services,Industrials,05/05/2000
BBSN,BRAVE BISON GROUP PLC,Technology,Technology,12/11/2013
BRH,BRAVEHEART INVESTMENT GROUP PLC,Financial Services,Financials,30/03/2007
BREE,BREEDON GROUP PLC,Construction & Materials,Industrials,12/06/2008
BRW,BREWIN DOLPHIN HLDGS PLC,Financial Services,Financials,08/07/2005
PIER,BRIGHTON PIER GROUP PLC (THE),Travel & Leisure,Consumer Services,28/11/2013
BWRA,BRISTOL WATER PLC,,,13/12/2004
BWSA,BRISTOL & WEST PLC,Financial Services,Financials,13/12/2004
BAF,BRITISH & AMERICAN INV TST PLC,Financial Services,Financials,13/09/1999
BATS,BRITISH AMERICAN TOBACCO PLC,Personal & Household Goods,Consumer Goods,24/11/2003
BTEM,BRITISH EMPIRE TRUST PLC,Financial Services,Financials,31/10/2003
BLND,BRITISH LAND CO PLC,Real Estate,Financials,23/09/1997
BSC,BRITISH SMALLER COMPANIES VCT2 PLC,Financial Services,Financials,22/09/2004
BSV,BRITISH SMALLER COMPANIES VCT PLC,Financial Services,Financials,13/09/1999
BVIC,BRITVIC PLC,Food & Beverage,Consumer Goods,19/06/2006
BRK,BROOKS MACDONALD GROUP PLC,Financial Services,Financials,21/03/2006
BWNG,BROWN(N.)GROUP PLC,Retail,Consumer Services,22/02/2007
44GL,BRUNNER INV TST PLC,Financial Services,Financials,28/06/2002
BUT,BRUNNER INV TST PLC,Financial Services,Financials,08/07/2005
BSD,B.S.D CROWN LTD,Technology,Technology,08/07/2005
BTG,BTG PLC,Healthcare,Health Care,08/07/2005
BT.A,BT GROUP PLC,Telecommunications,Telecommunications,13/01/2006
BNZL,BUNZL PLC,Industrial Goods & Services,Industrials,20/06/2005
BRBY,BURBERRY GROUP PLC,Personal & Household Goods,Consumer Goods,20/09/2002
BUR,BURFORD CAPITAL LIMITED,Financial Services,Financials,21/10/2009
BMN,BUSHVELD MINERALS LIMITED,Basic Resources,Basic Materials,26/03/2012
BYOT,BYOTROL PLC,Chemicals,Basic Materials,20/06/2006
C4XD,C4X DISCOVERY HOLDINGS PLC,Healthcare,Health Care,23/10/2014
CAB,CABOT ENERGY PLC,Oil & Gas,Oil & Gas,08/08/2005
KDNC,CADENCE MINERALS PLC,Basic Resources,Basic Materials,24/03/2005
