MarketSymbol,Symbol,IssuerName,Sector,Industry,IPO,Market
NYSE:VCV,VCV,Invesco California Value Municipal Income Trust,n/a,n/a,n/a,NYSE
NYSE:VTA,VTA,Invesco Credit Opportunities Fund,n/a,n/a,2007,NYSE
NYSE:IHIT,IHIT,Invesco High Income 2023 Target Term Fund,n/a,n/a,2016,NYSE
NYSE:VLT,VLT,Invesco High Income Trust II,n/a,n/a,1989,NYSE
LSE:IVI,IVI,INVESCO INCOME GROWTH TRUST PLC,Financial Services,Financials,02/12/2005,LSE
NYSE:IVR,IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,2009,NYSE
NYSE:IVR^B,IVR^B,INVESCO MORTGAGE CAPITAL INC,n/a,n/a,n/a,NYSE
NYSE:IVR^C,IVR^C,INVESCO MORTGAGE CAPITAL INC,n/a,n/a,n/a,NYSE
NYSE:IVR^A,IVR^A,Invesco Mortgage Capital Inc.,n/a,n/a,n/a,NYSE
NYSE:OIA,OIA,Invesco Municipal Income Opportunities Trust,n/a,n/a,n/a,NYSE
NYSE:VMO,VMO,Invesco Municipal Opportunity Trust,n/a,n/a,n/a,NYSE
NYSE:VKQ,VKQ,Invesco Municipal Trust,n/a,n/a,n/a,NYSE
NYSE:VPV,VPV,Invesco Pennsylvania Value Municipal Income Trust,n/a,n/a,n/a,NYSE
LSE:IPE,IPE,INVESCO PERPETUAL ENHANCED IN LD,Financial Services,Financials,19/12/2006,LSE
LSE:IVPB,IVPB,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007,LSE
LSE:IVPG,IVPG,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007,LSE
LSE:IVPM,IVPM,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007,LSE
LSE:IVPU,IVPU,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007,LSE
LSE:IPU,IPU,INVESCO PERPETUAL UK SMLR CO IT PLC,Financial Services,Financials,07/12/2006,LSE
NYSE:IVZ,IVZ,Invesco Plc,Finance,Investment Managers,n/a,NYSE
NYSE:IQI,IQI,Invesco Quality Municipal Income Trust,n/a,n/a,n/a,NYSE
NYSE:VVR,VVR,Invesco Senior Income Trust,n/a,n/a,1998,NYSE
NYSE:VTN,VTN,Invesco Trust  for Investment Grade New York Municipal,n/a,n/a,n/a,NYSE
NYSE:VGM,VGM,Invesco Trust for Investment Grade Municipals,n/a,n/a,n/a,NYSE
NYSE:IIM,IIM,Invesco Value Municipal Income Trust,n/a,n/a,n/a,NYSE
NASDAQ:ISTR,ISTR,Investar Holding Corporation,Finance,Major Banks,2014,NASDAQ
LSE:46HA,46HA,INVESTEC INVESTMENT TRUST PLC,,,28/06/2002,LSE
LSE:47HA,47HA,INVESTEC INVESTMENT TRUST PLC,,,28/06/2002,LSE
LSE:INVP,INVP,INVESTEC PLC,Financial Services,Financials,04/09/2006,LSE
LSE:INVR,INVR,INVESTEC PLC,Financial Services,Financials,12/07/2007,LSE
LSE:INV,INV,INVESTMENT CO PLC,Financial Services,Financials,16/09/1999,LSE
NYSE:ITG,ITG,"Investment Technology Group, Inc.",Finance,Investment Bankers/Brokers/Service,n/a,NYSE
NASDAQ:ISBC,ISBC,"Investors Bancorp, Inc.",Finance,Major Banks,n/a,NASDAQ
NYSE:IRET,IRET,Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:IRET^B,IRET^B,Investors Real Estate Trust,n/a,n/a,n/a,NYSE
NASDAQ:ITIC,ITIC,Investors Title Company,Finance,Specialty Insurers,n/a,NASDAQ
NYSE:NVTA,NVTA,Invitae Corporation,Health Care,Medical Specialities,2015,NYSE
NYSE:INVH,INVH,Invitation Homes Inc.,Finance,Real Estate,2017,NYSE
NASDAQ:NVIV,NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments,n/a,NASDAQ
NASDAQ:IVTY,IVTY,"Invuity, Inc.",Health Care,Medical/Dental Instruments,2015,NASDAQ
LSE:IOF,IOF,IOFINA PLC,Oil & Gas,Oil & Gas,17/03/2009,LSE
LSE:IOM,IOM,IOMART GROUP PLC,Technology,Technology,21/06/2006,LSE
NYSE:IO,IO,Ion Geophysical Corporation,Energy,Oil & Gas Production,n/a,NYSE
NASDAQ:IONS,IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:IOVA,IOVA,"Iovance Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,NASDAQ
LSE:IPO,IPO,IP GROUP PLC,Financial Services,Financials,19/06/2006,LSE
NASDAQ:IPAS,IPAS,iPass Inc.,Technology,EDP Services,2003,NASDAQ
NASDAQ:DTYS,DTYS,iPath US Treasury 10-year Bear ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DTYL,DTYL,iPath US Treasury 10-year Bull ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DTUS,DTUS,iPath US Treasury 2-year Bear ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DTUL,DTUL,iPath US Treasury 2-year Bull ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DFVS,DFVS,iPath US Treasury 5-year Bear ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DFVL,DFVL,iPath US Treasury 5-year Bull ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:FLAT,FLAT,iPath US Treasury Flattener ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DLBS,DLBS,iPath US Treasury Long Bond Bear ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:DLBL,DLBL,iPath US Treasury Long Bond Bull ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:STPP,STPP,iPath US Treasury Steepener ETN,Finance,Commercial Banks,n/a,NASDAQ
NASDAQ:IPGP,IPGP,IPG Photonics Corporation,Technology,Semiconductors,2006,NASDAQ
NASDAQ:CSML,CSML,IQ Chaikin U.S. Small Cap ETF,n/a,n/a,n/a,NASDAQ
LSE:IQE,IQE,IQE PLC,Technology,Technology,30/09/2003,LSE
NASDAQ:IRMD,IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments,2014,NASDAQ
LSE:IRF,IRF,IRF EUROPEAN FINANCE INVESTMENTS LD,Financial Services,Financials,02/04/2007,LSE
NASDAQ:IRTC,IRTC,"iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments,2016,NASDAQ
NASDAQ:IRIX,IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1996,NASDAQ
NASDAQ:IRDM,IRDM,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,n/a,NASDAQ
NASDAQ:IRDMB,IRDMB,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,n/a,NASDAQ
LSE:ICGC,ICGC,IRISH CONTINENTAL GROUP PLC,Travel & Leisure,Consumer Services,10/06/2014,LSE
NASDAQ:IRBT,IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,2005,NASDAQ
NYSE:IRM,IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
LSE:IRR,IRR,IRONRIDGE RESOURCES LIMITED,Basic Resources,Basic Materials,12/02/2015,LSE
LSE:IRON,IRON,IRONVELD PLC,Basic Resources,Basic Materials,21/06/2006,LSE
NASDAQ:IRWD,IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2010,NASDAQ
NYSE:IRS,IRS,IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding,n/a,NYSE
NASDAQ:IRCP,IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators,n/a,NASDAQ
NASDAQ:PMPT,PMPT,iSectors Post-MPT Growth ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:SLQD,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:CSJ,CSJ,iShares 1-3 Year Credit Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ISHG,ISHG,iShares 1-3 Year International Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:SHY,SHY,iShares 1-3 Year Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:TLT,TLT,iShares 20+ Year Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IEI,IEI,iShares 3-7 Year Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IEF,IEF,iShares 7-10 Year Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:AIA,AIA,iShares Asia 50 ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:COMT,COMT,iShares Commodities Select Strategy ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ISTB,ISTB,iShares Core 1-5 Year USD Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IXUS,IXUS,iShares Core MSCI Total International Stock ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IUSG,IUSG,iShares Core S&P U.S. Growth ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IUSV,IUSV,iShares Core S&P U.S. Value ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IUSB,IUSB,iShares Core Total USD Bond Market ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:HEWG,HEWG,iShares Currency Hedged MSCI Germany ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:SUSB,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:SUSC,SUSC,iShares ESG USD Corporate Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:XT,XT,iShares Exponential Technologies ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:FALN,FALN,iShares Fallen Angels USD Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IFEU,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:IFGL,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:IGF,IGF,iShares Global Infrastructure ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:GNMA,GNMA,iShares GNMA Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:HYXE,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:CIU,CIU,iShares Intermediate Credit Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IGOV,IGOV,iShares International Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:EMB,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:MBB,MBB,iShares MBS ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:JKI,JKI,iShares Morningstar Mid-Cap ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ACWX,ACWX,iShares MSCI ACWI ex US Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:ACWI,ACWI,iShares MSCI ACWI Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:AAXJ,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:EWZS,EWZS,iShares MSCI Brazil Small-Cap ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:MCHI,MCHI,iShares MSCI China ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ESGD,ESGD,iShares MSCI EAFE ESG Optimized ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:SCZ,SCZ,iShares MSCI EAFE Small-Cap ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ESGE,ESGE,iShares MSCI EM ESG Optimized ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:EEMA,EEMA,iShares MSCI Emerging Markets Asia Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:EMXC,EMXC,iShares MSCI Emerging Markets ex China ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:EUFN,EUFN,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:IEUS,IEUS,iShares MSCI Europe Small-Cap ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:RING,RING,iShares MSCI Global Gold Miners ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:MPCT,MPCT,iShares MSCI Global Impact ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ENZL,ENZL,iShares MSCI New Zealand Capped ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:QAT,QAT,iShares MSCI Qatar Capped ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:TUR,TUR,iShares MSCI Turkey ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:UAE,UAE,iShares MSCI UAE Capped ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ESGU,ESGU,iShares MSCI USA ESG Optimized ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:IBB,IBB,iShares Nasdaq Biotechnology Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:SOXX,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:AMCA,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:EMIF,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:ICLN,ICLN,iShares S&P Global Clean Energy Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:WOOD,WOOD,iShares S&P Global Timber & Forestry Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:INDY,INDY,iShares S&P India Nifty 50 Index Fund,n/a,n/a,n/a,NASDAQ
NASDAQ:IJT,IJT,iShares S&P Small-Cap 600 Growth ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:DVY,DVY,iShares Select Dividend ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:SHV,SHV,iShares Short Treasury Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:CRED,CRED,iShares U.S. Credit Bond ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:PFF,PFF,iShares U.S. Preferred Stock ETF,n/a,n/a,n/a,NASDAQ
NYSE:ICL,ICL,Israel Chemicals Shs,Basic Industries,Agricultural Chemicals,2014,NYSE
NASDAQ:ISRL,ISRL,"Isramco, Inc.",Energy,Oil & Gas Production,1983,NASDAQ
NYSE:STAR          ,STAR          ,iStar Financial Inc.,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:STAR^D,STAR^D,iStar Financial Inc.,n/a,n/a,n/a,NYSE
NYSE:STAR^E,STAR^E,iStar Financial Inc.,n/a,n/a,n/a,NYSE
NYSE:STAR^F,STAR^F,iStar Financial Inc.,n/a,n/a,n/a,NYSE
NYSE:STAR^G,STAR^G,iStar Financial Inc.,n/a,n/a,n/a,NYSE
NYSE:STAR^I,STAR^I,iStar Financial Inc.,n/a,n/a,n/a,NYSE
NYSE:ITCB,ITCB,Ita? CorpBanca,Finance,Major Banks,n/a,NYSE
LSE:ITX,ITX,ITACONIX PLC,Chemicals,Basic Materials,10/07/2012,LSE
NYSE:ITUB,ITUB,Itau Unibanco Banco Holding SA,Finance,Major Banks,n/a,NYSE
LSE:ITE,ITE,ITE GROUP PLC,Media,Consumer Services,18/06/2007,LSE
NASDAQ:ITI,ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment,n/a,NASDAQ
LSE:ITM,ITM,ITM POWER PLC,Oil & Gas,Oil & Gas,13/12/2005,LSE
NASDAQ:ITRI,ITRI,"Itron, Inc.",Capital Goods,Electrical Products,1993,NASDAQ
NYSE:ITT,ITT,ITT Inc.,Capital Goods,Fluid Controls,2011,NYSE
NASDAQ:ITRN,ITRN,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,2005,NASDAQ
NASDAQ:ITUS,ITUS,ITUS Corporation,Miscellaneous,Multi-Sector Companies,n/a,NASDAQ
LSE:ITV,ITV,ITV PLC,Media,Consumer Services,22/09/2008,LSE
NYSE:IVH,IVH,Ivy High Income Opportunities Fund,n/a,n/a,2013,NYSE
NASDAQ:IVENC,IVENC,Ivy NextShares,n/a,n/a,n/a,NASDAQ
NASDAQ:IVFGC,IVFGC,Ivy NextShares,n/a,n/a,n/a,NASDAQ
NASDAQ:IVFVC,IVFVC,Ivy NextShares,n/a,n/a,n/a,NASDAQ
LSE:IWG,IWG,IWG PLC,Industrial Goods & Services,Industrials,19/12/2016,LSE
LSE:IXI,IXI,IXICO PLC,Healthcare,Health Care,04/09/2013,LSE
NASDAQ:IXYS,IXYS,IXYS Corporation,Technology,Semiconductors,n/a,NASDAQ
NASDAQ:IZEA,IZEA,IZEA Inc.,Consumer Services,Advertising,n/a,NASDAQ
NASDAQ:JJSF,JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,1986,NASDAQ
NYSE:JPM,JPM,J P Morgan Chase & Co,Finance,Major Banks,n/a,NYSE
NYSE:JPM.WS,JPM.WS,J P Morgan Chase & Co,n/a,n/a,n/a,NYSE
NYSE:JPM^A,JPM^A,J P Morgan Chase & Co,Finance,Major Banks,n/a,NYSE
NYSE:JPM^B,JPM^B,J P Morgan Chase & Co,n/a,n/a,n/a,NYSE
NYSE:JPM^D,JPM^D,J P Morgan Chase & Co,n/a,n/a,n/a,NYSE
NYSE:JPM^E,JPM^E,J P Morgan Chase & Co,n/a,n/a,n/a,NYSE
NYSE:JPM^F,JPM^F,J P Morgan Chase & Co,n/a,n/a,n/a,NYSE
NYSE:JPM^G,JPM^G,J P Morgan Chase & Co,n/a,n/a,n/a,NYSE
NYSE:JPM^H,JPM^H,J P Morgan Chase & Co,Finance,Major Banks,n/a,NYSE
NYSE:JAX,JAX,"J. Alexander&#39;s Holdings, Inc.",Consumer Services,Restaurants,2015,NYSE
NYSE:JILL,JILL,"J. Jill, Inc.",Consumer Non-Durables,Apparel,2017,NYSE
NASDAQ:MAYS,MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators,n/a,NASDAQ
NASDAQ:JBHT,JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,n/a,NASDAQ
NYSE:JCP,JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores,n/a,NYSE
NYSE:SJM,SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,n/a,NYSE
NASDAQ:JCOM,JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment,1999,NASDAQ
NASDAQ:JASO,JASO,"JA Solar Holdings, Co., Ltd.",Technology,Semiconductors,2007,NASDAQ
NYSE:JBL,JBL,Jabil Inc.,Technology,Electrical Products,1993,NYSE
NASDAQ:JKHY,JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,1985,NASDAQ
NASDAQ:JACK,JACK,Jack In The Box Inc.,Consumer Services,Restaurants,n/a,NASDAQ
LSE:JPJ,JPJ,JACKPOTJOY PLC,Travel & Leisure,Consumer Services,25/01/2017,LSE
NASDAQ:JXSB,JXSB,Jacksonville Bancorp Inc.,Finance,Savings Institutions,n/a,NASDAQ
NYSE:JEC,JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical,n/a,NYSE
NYSE:JAG,JAG,Jagged Peak Energy Inc.,Energy,Oil & Gas Production,2017,NYSE
NASDAQ:JAGX,JAGX,"Jaguar Health, Inc.",Health Care,Major Pharmaceuticals,2015,NASDAQ
NASDAQ:JAKK,JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys,1996,NASDAQ
NASDAQ:JMBA,JMBA,"Jamba, Inc.",Consumer Services,Restaurants,n/a,NASDAQ
LSE:JHD,JHD,JAMES HALSTEAD PLC,Construction & Materials,Industrials,27/02/2006,LSE
LSE:JHDA,JHDA,JAMES HALSTEAD PLC,Construction & Materials,Industrials,11/03/2002,LSE
NYSE:JHX,JHX,James Hardie Industries plc.,Capital Goods,Building Materials,n/a,NYSE
NASDAQ:JRVR,JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers,2014,NASDAQ
LSE:JAN,JAN,JANGADA MINES PLC,Basic Resources,Basic Materials,29/06/2017,LSE
NYSE:JHG,JHG,Janus Henderson Group plc,Finance,Investment Managers,2017,NYSE
NASDAQ:SGQI,SGQI,Janus Henderson SG Global Quality Income ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:JSML,JSML,Janus Henderson Small Cap Growth Alpha ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:JSMD,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,n/a,n/a,n/a,NASDAQ
NYSE:JOF,JOF,Japan Smaller Capitalization Fund Inc,n/a,n/a,1990,NYSE
LSE:JLT,JLT,JARDINE LLOYD THOMPSON GROUP PLC,Insurance,Financials,31/10/2003,LSE
LSE:JAR,JAR,JARDINE MATHESON HLDGS LD.,Industrial Goods & Services,Industrials,27/09/2004,LSE
LSE:JARB,JARB,JARDINE MATHESON HLDGS LD.,Industrial Goods & Services,Industrials,03/11/2004,LSE
LSE:JARJ,JARJ,JARDINE MATHESON HLDGS LD.,Industrial Goods & Services,Industrials,03/11/2004,LSE
LSE:88EI,88EI,JARDINE STRATEGIC HLDG LD,Industrial Goods & Services,Industrials,14/08/1998,LSE
LSE:JDS,JDS,JARDINE STRATEGIC HLDG LD,Industrial Goods & Services,Industrials,27/09/2004,LSE
LSE:JDSB,JDSB,JARDINE STRATEGIC HLDG LD,Industrial Goods & Services,Industrials,03/11/2004,LSE
LSE:JIM,JIM,JARVIS SECURITIES PLC,Financial Services,Financials,21/12/2005,LSE
NASDAQ:JASN,JASN,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,2013,NASDAQ
NASDAQ:JASNW,JASNW,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,2013,NASDAQ
LSE:JWNG,JWNG,JAYWING PLC,Media,Consumer Services,21/03/2007,LSE
NASDAQ:JAZZ,JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,2007,NASDAQ
NYSE:JBGS,JBGS,JBG SMITH Properties,Consumer Services,Real Estate Investment Trusts,2017,NYSE
LSE:JD.,JD.,JD SPORTS FASHION PLC,Retail,Consumer Services,28/11/2016,LSE
NASDAQ:JD,JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores,2014,NASDAQ
NYSE:JELD,JELD,"JELD-WEN Holding, Inc.",Basic Industries,Forest Products,2017,NYSE
NASDAQ:JSYN,JSYN,Jensyn Acquistion Corp.,Finance,Business Services,2016,NASDAQ
NASDAQ:JSYNR,JSYNR,Jensyn Acquistion Corp.,Finance,Business Services,2016,NASDAQ
NASDAQ:JSYNU,JSYNU,Jensyn Acquistion Corp.,Finance,Business Services,2016,NASDAQ
NASDAQ:JSYNW,JSYNW,Jensyn Acquistion Corp.,Finance,Business Services,2016,NASDAQ
NYSE:JCAP,JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts,2015,NYSE
LSE:JEL,JEL,JERSEY ELECTRICITY PLC,Utilities,Utilities,23/05/2005,LSE
LSE:JOG,JOG,JERSEY OIL AND GAS PLC,Oil & Gas,Oil & Gas,17/08/2015,LSE
NASDAQ:JBLU,JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,2002,NASDAQ
NASDAQ:JTPY,JTPY,JetPay Corporation,Finance,Business Services,2011,NASDAQ
NASDAQ:JCTCF,JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,n/a,NASDAQ
LSE:CHOO,CHOO,JIMMY CHOO PLC,Personal & Household Goods,Consumer Goods,22/10/2014,LSE
NYSE:JKS,JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors,2010,NYSE
LSE:JKX,JKX,JKX OIL & GAS PLC,Oil & Gas,Oil & Gas,20/03/2006,LSE
NASDAQ:WYIG,WYIG,JM Global Holding Company,Finance,Business Services,2015,NASDAQ
NASDAQ:WYIGU,WYIGU,JM Global Holding Company,Finance,Business Services,2015,NASDAQ
NASDAQ:WYIGW,WYIGW,JM Global Holding Company,Finance,Business Services,2015,NASDAQ
NYSE:JMP,JMP,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,2007,NYSE
NYSE:JMPB,JMPB,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,n/a,NYSE
NYSE:JMPC,JMPC,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,2014,NYSE
NASDAQ:JMU,JMU,JMU Limited,Technology,EDP Services,2015,NASDAQ
NASDAQ:JBSS,JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods,1991,NASDAQ
NYSE:JBT,JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,n/a,NYSE
NYSE:BTO,BTO,John Hancock Financial Opportunities Fund,n/a,n/a,1994,NYSE
NYSE:HEQ,HEQ,John Hancock Hedged Equity & Income Fund,n/a,n/a,2011,NYSE
NYSE:JHS,JHS,John Hancock Income Securities Trust,n/a,n/a,n/a,NYSE
NYSE:JHI,JHI,John Hancock Investors Trust,n/a,n/a,n/a,NYSE
NYSE:HPF,HPF,John Hancock Pfd Income Fund II,n/a,n/a,2002,NYSE
NYSE:HPI,HPI,John Hancock Preferred Income Fund,n/a,n/a,2002,NYSE
NYSE:HPS,HPS,John Hancock Preferred Income Fund III,n/a,n/a,2003,NYSE
NYSE:PDT,PDT,John Hancock Premium Dividend Fund,n/a,n/a,n/a,NYSE
NYSE:HTD,HTD,John Hancock Tax Advantaged Dividend Income Fund,n/a,n/a,2004,NYSE
NYSE:HTY,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,n/a,n/a,n/a,NYSE
LSE:JLEN,JLEN,JOHN LAING ENVIRNMNTL ASSETS GRP LD,Financial Services,Financials,31/03/2014,LSE
LSE:JLG,JLG,JOHN LAING GROUP PLC,Financial Services,Financials,17/02/2015,LSE
LSE:JLIF,JLIF,JOHN LAING INFRASTRUCTURE FUND LD,Financial Services,Financials,29/11/2010,LSE
LSE:JLH,JLH,JOHN LEWIS OF HUNGERFORD PLC,Personal & Household Goods,Consumer Goods,22/06/2005,LSE
NYSE:JW.A,JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,NYSE
NYSE:JW.B,JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,NYSE
NYSE:JNJ,JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,n/a,NYSE
NYSE:JCI,JCI,Johnson Controls International plc,Consumer Services,Other Consumer Services,n/a,NYSE
LSE:JMAT,JMAT,JOHNSON MATTHEY PLC,Chemicals,Basic Materials,11/01/2016,LSE
NASDAQ:JOUT,JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,n/a,NASDAQ
LSE:JSG,JSG,JOHNSON SERVICE GROUP PLC,Industrial Goods & Services,Industrials,08/07/2005,LSE
LSE:JPR,JPR,JOHNSTON PRESS PLC,Media,Consumer Services,13/11/2014,LSE
NYSE:JONE,JONE,"Jones Energy, Inc.",Energy,Oil & Gas Production,2013,NYSE
NYSE:JLL,JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate,n/a,NYSE
LSE:JOUL,JOUL,JOULES GROUP PLC,Retail,Consumer Services,26/05/2016,LSE
